GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,q,logFC
SSR2,11725.632012243,0.19702909097045895,0.0492002778536321,4.00463370464308,6.21136518732869e-05,0.0010072095583301699,3.0,0.2
MGAT1,4740.72219933897,0.308094419135234,0.0769502279189011,4.0038142506860215,6.232931071611921e-05,0.0010100914346484401,3.0,0.31
RP11-800A3.4,591.494218406539,0.96432211237873,0.24089392112121,4.00309857505086,6.25182375207527e-05,0.00101253685658611,2.99,0.96
MOB3A,1876.78617507445,0.30802319973791303,0.0769718251925529,4.00176556769131,6.28715760616035e-05,0.00101764047672721,2.99,0.31
GUCA1A,286.477968931293,0.8612319095650249,0.215227911649142,4.00148801782261,6.2945383248059e-05,0.00101821614481338,2.99,0.86
FARP1,5380.55190707958,-0.291866316540284,0.0729539244674881,-4.0006938443778095,6.31570264576001e-05,0.00102101942104436,2.99,-0.29
CASC10,1161.6250647017,0.500133741040658,0.12505654670880498,3.9992607680525696,6.354063962709439e-05,0.0010265977370819302,2.99,0.5
CRISP2,5.30666279701835,1.5484492194801,0.38722051504208105,3.9988821855469694,6.364234821135279e-05,0.00102699464453059,2.99,1.55
MUC16,547.782546597994,1.51776923341716,0.3795387729514621,3.9989833492222897,6.36151548725448e-05,0.00102699464453059,2.99,1.52
STK10,1421.26628221774,0.6919040967880009,0.173044050731159,3.9984275325532206,6.376469728168471e-05,0.00102834574792377,2.99,0.69
ERP44,3465.8387178642897,0.25142072927897097,0.0628845263291484,3.99813346709478,6.38439500935458e-05,0.00102837810961328,2.99,0.25
RP5-995J12.2,265.646437274027,0.430374521311316,0.10764087005362,3.99824454314546,6.38140033262586e-05,0.00102837810961328,2.99,0.43
ITPRIP,952.577933077937,-0.34254217607349,0.0856940106970336,-3.99727090945164,6.40769539435395e-05,0.00103150724044781,2.99,-0.34
FAM126A,2324.8744594098607,-0.40903759732631495,0.102358885543819,-3.99611225887379,6.439120878898621e-05,0.00103593977354414,2.98,-0.41
NPL,134.614175338214,-0.776945179408932,0.194545995063464,-3.993632349797181,6.50687311594906e-05,0.00104620775111872,2.98,-0.78
CLCN3,6666.57591277827,0.31626046864879603,0.0792103474074251,3.9926660972976697,6.53345378543872e-05,0.00104984755878752,2.98,0.32
GALE,2053.85153356877,0.363412119779161,0.0910292289080191,3.99225747750069,6.54472541045626e-05,0.00105090672150446,2.98,0.36
SPAG17,165.952747880547,0.5630336293646949,0.141035503374146,3.9921410984796695,6.547939048208161e-05,0.00105090672150446,2.98,0.56
AP3B2,132.37728846252,-0.620629161815301,0.155478170278685,-3.99174469768238,6.55889629115734e-05,0.00105203116053226,2.98,-0.62
CASP1,1.75501263734566,1.5442074822136205,0.3868781528242461,3.99145692497952,6.566861724189069e-05,0.00105267465543804,2.98,1.54
EAF2,181.67077082714198,0.7426653496822799,0.186181416901685,3.98893381542182,6.63709348321168e-05,0.00106329272613715,2.97,0.74
RP11-291L22.9,52.9084474788081,1.37706864109876,0.345284033945682,3.9882198587711,6.65709541392369e-05,0.0010658558177458301,2.97,1.38
LOXL3,126.960556434336,-1.28334141540116,0.321842920752382,-3.9874775322105895,6.67795262662436e-05,0.00106855268411358,2.97,-1.28
CTC-575D19.1,1541.4707315928501,1.4905271935465902,0.37395680686308896,3.98582714953039,6.7245453578886e-05,0.00107500250217469,2.97,1.49
FIRRE,1074.1154731692,-0.895083957599577,0.22457023792092104,-3.98576394577614,6.726335794422852e-05,0.00107500250217469,2.97,-0.9
SLC29A3,1468.79125516703,0.3348114268010801,0.0840133202607549,3.98521836492017,6.741809778407558e-05,0.00107682919711985,2.97,0.33
RP11-723J4.3,12.289059395332,-1.20998140576697,0.30366767302587105,-3.98455783491937,6.76058907585906e-05,0.00107918132334426,2.97,-1.21
CLDN8,309.151323155309,1.14645651168021,0.2877749615585,3.98386470272242,6.78034849221365e-05,0.0010816869919333804,2.97,1.15
DGKD,4537.5722822532,-0.567639447697072,0.142549234573177,-3.98205889632945,6.83208434562876e-05,0.00108928789093839,2.96,-0.57
SERPINA5,106.602869079396,0.713534560436956,0.179219492073644,3.981344619276981,6.85265109412136e-05,0.0010919131539920699,2.96,0.71
TAF7L,10.074968000153303,1.11526823980345,0.28016370802801194,3.98077341156528,6.869140473586701e-05,0.00109388597039306,2.96,1.12
ESRRB,18.094316334971897,-1.22457737153759,0.30763445684862,-3.9806248756464,6.87343449127176e-05,0.0010939155216055099,2.96,-1.22
PKP1,13.4378819738189,1.43630089646943,0.36105944586244704,3.97801778330047,6.94921754853376e-05,0.00110531580912342,2.96,1.44
BACH2,488.500812811514,-0.623946351633131,0.156854421497204,-3.9778690691499103,6.953564122351221e-05,0.0011053468556520801,2.96,-0.62
SHROOM3,5777.69637145808,-0.5595476898338629,0.140681661893548,-3.97740318320425,6.967197557515529e-05,0.00110685323488311,2.96,-0.56
CCDC115,1090.03857583135,0.377089942219651,0.0948204591103395,3.97688374173387,6.982428028303398e-05,0.00110834854809067,2.96,0.38
RP11-758M4.4,32.2205130161177,1.57032514324503,0.394871706155089,3.9767983341614,6.9849352651399e-05,0.00110834854809067,2.96,1.57
MVK,887.169212251187,0.5507344094381109,0.13853865114784306,3.97531233973391,7.02869489282239e-05,0.00111396446557315,2.95,0.55
ZNF8,819.5409743742099,-0.285848070991928,0.0719051521045286,-3.9753489510235696,7.027613652728629e-05,0.00111396446557315,2.95,-0.29
GJB7,43.3562474465944,1.15320425952032,0.290190655896901,3.9739537992913103,7.06892807776376e-05,0.00111967447351896,2.95,1.15
WIPI1,831.1119537106068,0.720790036227042,0.181419737502522,3.97305191898991,7.095757487296171e-05,0.0011232558790532,2.95,0.72
JAK1,3646.3868244842797,0.688549349706583,0.173312228200306,3.97288383431775,7.100768358684058e-05,0.00112338121401261,2.95,0.69
PM20D2,1319.33860727294,-0.515852093282207,0.129899254553555,-3.97117054331926,7.152035601505941e-05,0.00113082007081768,2.95,-0.52
HNF4A,2.56275167475314,1.56238948830421,0.393476543643561,3.97073094583126,7.165246122439681e-05,0.00113223645849305,2.95,1.56
RTP4,43.680694065100695,1.39889830592196,0.3523393863854149,3.97031487246714,7.17777096973091e-05,0.00113354288161361,2.95,1.4
RP11-683L23.1,8.51532685952906,1.5680335467582602,0.395035104580108,3.96935241597063,7.20682271873984e-05,0.00113745620455938,2.94,1.57
LDAH,2972.5456297096307,0.198198906089258,0.0499668370344403,3.96660901214634,7.290243936259309e-05,0.0011499409659173,2.94,0.2
AXIN2,1462.55326628755,-0.520030937895844,0.131108222723055,-3.96642504257209,7.295870621921829e-05,0.0011501471354605699,2.94,-0.52
OR7C1,1.6608075412688,1.53416220075784,0.386847548636309,3.96580566728669,7.3148443431843e-05,0.00115245589042382,2.94,1.53
CPNE7,135.030971323068,-1.07142777163827,0.27026164253254,-3.9644093094315696,7.35779121986767e-05,0.00115853665890122,2.94,-1.07
ENTPD2,12.244403837825,1.13056641530261,0.285199283277803,3.9641278277735297,7.36647740221765e-05,0.0011592188375381,2.94,1.13
RP11-958N24.2,22.0628822550401,-1.32608088421067,0.334564450793456,-3.963603667591471,7.3826782001726e-05,0.00116108204227877,2.94,-1.33
SLC25A23,4379.48187152873,-0.277135119611221,0.0699481425359152,-3.96200827590132,7.43219635500915e-05,0.00116817981197446,2.93,-0.28
ZBTB39,2511.06309432115,-0.32823232033896005,0.0828541401674711,-3.96156812050081,7.445913190355351e-05,0.00116964533691092,2.93,-0.33
SYT8,111.58890366722099,1.13512938186528,0.286563715621664,3.96117624104208,7.458145715984241e-05,0.00117087610751059,2.93,1.14
CFAP69,183.866710791452,-0.393124920801241,0.0992677385577494,-3.96024858139121,7.487178418505171e-05,0.0011740495439995196,2.93,-0.39
TBX1,58.5530815740879,1.5647883288341102,0.39511868048296506,3.9602995406884505,7.48558078937547e-05,0.0011740495439995196,2.93,1.56
ARHGEF37,112.50290194989,0.937763539865772,0.23682278072859694,3.95976914459283,7.50222507722813e-05,0.00117571656801811,2.93,0.94
SRSF12,640.829474598248,-0.40741995971639,0.10294516063184103,-3.9576407207078894,7.569369526333571e-05,0.0011855413706362199,2.93,-0.41
SLC35B4,3663.2800053144397,-0.223233378416117,0.0564133469111881,-3.9571021866076297,7.58644828347015e-05,0.00118709704826811,2.93,-0.22
TLE4,2322.29059426208,0.394730652223628,0.099753859425308,3.95704641903292,7.58821894446152e-05,0.00118709704826811,2.93,0.39
STIM1,1097.51404529373,0.6031173095722161,0.152574863882851,3.95292706952896,7.72009726120235e-05,0.0012065822180467901,2.92,0.6
AKAP6,137.934383249578,-0.5602664758903471,0.141736516133776,-3.95287319861557,7.72183617348353e-05,0.0012065822180467901,2.92,-0.56
ABHD5,1322.2680340342301,0.282236604715795,0.0714066003176631,3.95252824613163,7.73297975947923e-05,0.00120761477463867,2.92,0.28
CDH13,2045.93204979064,-1.06924265834689,0.270560070096728,-3.95196030945964,7.75135991417985e-05,0.0012097755514358301,2.92,-1.07
HDAC5,2539.8683961614897,0.4727177119930711,0.119673366108357,3.9500661455870896,7.81295986347647e-05,0.00121867527431122,2.91,0.47
RP11-151N17.1,15.1780934329521,-1.1575796334306,0.2931857205646,-3.94828107999736,7.87143520177082e-05,0.00122635947151755,2.91,-1.16
RP11-797A18.5,14.999947018389799,-1.01060393338738,0.255959737546832,-3.94829258333052,7.871057053453259e-05,0.00122635947151755,2.91,-1.01
NKX2-8,13.471704256468199,-1.5151955130461898,0.383841605912941,-3.94744991086206,7.89880367050414e-05,0.0012299037808821199,2.91,-1.52
RP4-590F24.2,25.5660594031225,-1.51921255349696,0.3849296230798801,-3.94672808328316,7.922644739329002e-05,0.00123289502530318,2.91,-1.52
DHRS9,5.0917818859122015,1.56101783344793,0.39559205248361,3.94602930884868,7.94578918250595e-05,0.00123577443208764,2.91,1.56
PLEKHO1,1752.59060555678,-0.35372235768936405,0.0896789359372499,-3.94431929853484,8.00269713793423e-05,0.00124389850551452,2.91,-0.35
PEG10,27589.2545527031,0.618428322823951,0.15683351330417095,3.9432153867811297,8.039638965084549e-05,0.0012489114765714198,2.9,0.62
WNT11,197.58495684957,1.16859819452629,0.296391153501633,3.9427566603125697,8.05503736609134e-05,0.00125057390617812,2.9,1.17
TMEM98,5372.14170512447,-0.273465118321854,0.0693810853690607,-3.9414938072416095,8.097572605817329e-05,0.00125644503614506,2.9,-0.27
GPR3,61.5518397854049,-0.680295342203244,0.17274429405715194,-3.938163896621501,8.21075046918342e-05,0.0012732640768344699,2.9,-0.68
DNASE2,1921.6818816472198,0.32874452253332104,0.0834797492198914,3.93801521453287,8.21583862050256e-05,0.00127331151984576,2.9,0.33
BCAT1,17441.3148853628,0.390353489154283,0.0991351541464048,3.9375889664508,8.230442070766891e-05,0.00127483275495194,2.89,0.39
TGIF2,4980.41209942983,-0.240454977972048,0.0610721221757316,-3.93722977695374,8.24276710783293e-05,0.0012759995175183696,2.89,-0.24
TAP2,5.8861455642993,-1.5436396750390402,0.392151023843448,-3.93633978029668,8.27338118134273e-05,0.00127999446446503,2.89,-1.54
RP1-93I3.1,42.7181728056752,-0.7498574056473291,0.19051578673843106,-3.9359331763768703,8.287403262137093e-05,0.00128141927559618,2.89,-0.75
CRAT,349.17152555186095,0.764317281172667,0.194203284121553,3.9356557981495,8.29698176951107e-05,0.00128215575504934,2.89,0.76
GHRHR,2.98433975670928,-1.55701241694337,0.395640901740081,-3.93541822924633,8.3051938867397e-05,0.00128268035051236,2.89,-1.56
SPINT1,13273.609538088702,0.3776573814818161,0.0959726787216651,3.9350509594202094,8.31790453461408e-05,0.00128389870225295,2.89,0.38
CHRDL1,389.12531232970497,-0.714625339386021,0.18166131355976295,-3.93383338137608,8.360174681373679e-05,0.0012896756145206,2.89,-0.71
EML1,1124.3196544576801,-0.47753824544722,0.121399015492047,-3.93362535529379,8.367416909818291e-05,0.00129004541193296,2.89,-0.48
MAATS1,587.8855689609011,-0.9086865336392008,0.231013834320168,-3.9334723667667,8.37274684170381e-05,0.00129012012388429,2.89,-0.91
LAPTM5,10.148052274616,1.1676440485251205,0.296980979295143,3.93171324068098,8.43426362526593e-05,0.00129884732959127,2.89,1.17
SH3BP5,1385.61235527852,0.44394474616794,0.11294707932020097,3.93055534361692,8.47498821141605e-05,0.00130436437061944,2.88,0.44
TBC1D10A,245.50069242060695,0.655260796036411,0.16676772649069,3.9291822813989903,8.52352122439025e-05,0.00131107611854775,2.88,0.66
PDK4,71.5618459631213,1.28526452995423,0.32723340330464395,3.927669110105141,8.57731075816948e-05,0.00131858820004053,2.88,1.29
TMEM59L,64.8343645025422,-0.985091394393208,0.2508922613967,-3.92635224741199,8.62438287746986e-05,0.00132505954123204,2.88,-0.99
RRAS,456.904083077417,0.816482529571539,0.20802532865730494,3.92491883003626,8.67589872715198e-05,0.00133220576418194,2.88,0.82
LIMD1,1965.74730124438,-0.264313226652416,0.0673472460989846,-3.92463303197191,8.68620477941277e-05,0.00133301953000948,2.88,-0.26
CSF2RA,133.53723368367,1.46487100435911,0.373279573517188,3.92432671993409,8.697263419768729e-05,0.00133394778695139,2.87,1.46
MDM4,2443.76494712357,-0.313121074045939,0.0798466143101127,-3.92153226221744,8.79876648191759e-05,0.00134873895421726,2.87,-0.31
RP1-158P9.3,2.5604243899263,1.54979289442873,0.3953303077007029,3.920248117182181,8.84578484901908e-05,0.00135516609545444,2.87,1.55
ADD2,476.6331192465271,-1.14484199745494,0.292180428410502,-3.91827065105976,8.918653293219559e-05,0.00136554377564844,2.86,-1.14
RP3-468K18.6,26.132250692245893,-1.11561955892479,0.284814169577326,-3.9170086255905097,8.9654542123455e-05,0.0013717957177596801,2.86,-1.12
TRIM6,1608.00831725884,0.445254685075784,0.113675606196163,3.9168885918007295,8.969917603943629e-05,0.0013717957177596801,2.86,0.45
ZNF417,791.348161144734,-0.4195258906203661,0.10711061786398303,-3.91675353001056,8.97494231329286e-05,0.0013717957177596801,2.86,-0.42
S1PR1,93.77860618499348,1.50916655357271,0.385389562058312,3.9159507733226095,9.004862212807421e-05,0.00137557923854395,2.86,1.51
CCDC136,492.49916895243797,-0.4306190836534029,0.109970228623305,-3.91577874343118,9.01128626240428e-05,0.00137577126159849,2.86,-0.43
EML2,927.429886005915,0.515552784150604,0.131697639080949,3.91466990409537,9.05279724024571e-05,0.0013813167869271199,2.86,0.52
DYNC1I2,6703.49678281737,0.236691103009668,0.0604828118765566,3.913361427255509,9.10201426333173e-05,0.00138803110982515,2.86,0.24
EVI5,1133.8098218366804,0.464872649406131,0.118807154134025,3.91283380865865,9.1219315131994e-05,0.0013902721721262,2.86,0.46
NWD2,4.150727555951669,1.5418524534407,0.394072627651848,3.9126098725204494,9.13039739073233e-05,0.00139076636685148,2.86,1.54
ELFN2,14.264487759646,1.33052396478726,0.34009371884611195,3.9122273980876,9.144873952914659e-05,0.00139217503642256,2.86,1.33
TAX1BP1,6035.013599841701,0.335317382853886,0.0857294326588705,3.91134494250255,9.17835743467116e-05,0.0013964739717460199,2.85,0.34
SOBP,44.1213839647059,-1.01551067417009,0.25965435092272504,-3.9110096578829,9.1911096466557e-05,0.00139761556511625,2.85,-1.02
KAT2B,454.77272856330893,0.4198716214478641,0.107364392442581,3.91071575869452,9.20230156716777e-05,0.00139772094425219,2.85,0.42
CTB-47B11.3,7.640198806970559,-1.32502318779173,0.338814256062885,-3.91076574872872,9.200396997888091e-05,0.00139772094425219,2.85,-1.33
PPM1L,1146.44168055302,0.519298503705643,0.13279575529832802,3.910505290918581,9.210324259592242e-05,0.00139814192551826,2.85,0.52
HAPLN3,370.940654903209,-0.8404439968126372,0.214930018807941,-3.91031462926381,9.21759767694391e-05,0.00139844875069122,2.85,-0.84
THOC3,1114.34083841342,0.544795200551671,0.13936455306105802,3.9091375000713904,9.262623428061801e-05,0.0014044795637561099,2.85,0.54
ZNF397,2045.1624389105896,-0.4118091235538,0.105353936019473,-3.90881574161294,9.27496694423303e-05,0.00140555076754211,2.85,-0.41
SLC9A4,2.80196910592102,1.5320063488375,0.3919928893542439,3.90825035464617,9.29669434393165e-05,0.00140671694705636,2.85,1.53
CCT6P1,305.426764332355,-0.359251344696327,0.0919204143559124,-3.9082868284875096,9.29529123215126e-05,0.00140671694705636,2.85,-0.36
TNFSF8,201.90378860632802,1.48790651486533,0.3807137123769911,3.90820311035177,9.29851208149629e-05,0.00140671694705636,2.85,1.49
APMAP,6472.80898728334,0.211215567581404,0.0540469073475843,3.908004693460859,9.30614989315136e-05,0.00140707295318029,2.85,0.21
ARF4,9725.69554658178,0.306740366628973,0.0785055555910571,3.9072440710669305,9.33548403411874e-05,0.00141070713900366,2.85,0.31
PTPRE,206.49420157960495,1.01351779893679,0.25948443376021696,3.9058905547812497,9.38789977674529e-05,0.00141782313928315,2.85,1.01
TMPRSS11A,19.9238071674133,-1.40353649918585,0.359353302598358,-3.90572867714689,9.394187161319041e-05,0.0014179684090548802,2.85,-1.4
RCAN3,1633.2951159510199,0.31272648465007,0.0800794438729644,3.9052030024855,9.41463198626048e-05,0.00142024924230126,2.85,0.31
FBXL7,2721.06609934559,-0.534651917753335,0.13692300207124,-3.9047633316946806,9.431764163833e-05,0.00142122327462489,2.85,-0.53
GLA,1823.6437026449105,0.3130708027925,0.0801758829753356,3.90480018647016,9.430326953819448e-05,0.00142122327462489,2.85,0.31
RP11-48B3.4,44.496712170985404,1.09598409472075,0.280755203957031,3.90370001792911,9.473318942456879e-05,0.00142667754616435,2.85,1.1
DOCK11,2694.70793708498,-0.706414601684909,0.180983944669294,-3.9031893297259903,9.49333826754002e-05,0.00142888425501142,2.85,-0.71
MTRR,1507.6961452071698,-0.267740833507643,0.0686007385527788,-3.9028855833914,9.50526427029614e-05,0.00142987099695427,2.84,-0.27
CTD-2270P14.1,462.745738203443,-0.43827948297578,0.11231315924466,-3.9022985901504303,9.528351504779393e-05,0.00143253465367733,2.84,-0.44
ING4,1646.94184515953,0.337471242148702,0.0864980405685314,3.9014900213991295,9.560240320538443e-05,0.00143651782604208,2.84,0.34
HECA,1788.93333851601,0.538312598753999,0.138042149779269,3.89962485816662,9.6341845072936e-05,0.0014464679817582401,2.84,0.54
PODXL,30584.2969208694,-0.7929917979063491,0.203354906066873,-3.89954593790609,9.63732516953026e-05,0.0014464679817582401,2.84,-0.79
LRRC8B,1962.9299677682002,-0.4425204171871221,0.11350577759955,-3.89865984398028,9.67265404307257e-05,0.0014509526002864802,2.84,-0.44
ZSCAN23,282.653569633944,-0.5095387021229241,0.13072828209849802,-3.89769293945904,9.71134436732078e-05,0.00145593612119529,2.84,-0.51
YPEL5,3121.3593246986798,0.589097121437329,0.151188722463175,3.89643560604076,9.76187467041169e-05,0.00146268809777367,2.83,0.59
DFFA,5171.58984262807,-0.280966800861297,0.07215294076939201,-3.89404503635264,9.858633405015027e-05,0.00147552542463142,2.83,-0.28
NOSTRIN,15.0287461490261,1.22555065660309,0.314714183106904,3.89417040091514,9.853536837009828e-05,0.00147552542463142,2.83,1.23
NEDD4,4256.07251006161,0.765453158825057,0.196603646702739,3.89338230324082,9.88561752067998e-05,0.00147873287699789,2.83,0.77
SOX4,14363.8765232713,0.3223787226257511,0.0828061539568353,3.89317348072703,9.894134461024191e-05,0.00147888561695983,2.83,0.32
HIST1H2BD,51.5199705314805,0.794912095581462,0.204185653578388,3.8930849530831098,9.89774719981378e-05,0.00147888561695983,2.83,0.79
CRMP1,642.337364156099,-0.8011566028217719,0.205843545046005,-3.89206570768453,9.93943155661418e-05,0.0014842810130477199,2.83,-0.8
RP11-3B12.1,62.475588143562696,0.955149594689798,0.245431337621568,3.89171816421646,9.95368298628058e-05,0.00148557602686495,2.83,0.96
WSB2,2180.0915027088604,0.29941724320012897,0.0769588818516157,3.89061322093316,9.99912075250836e-05,0.00149152150787836,2.83,0.3
ECH1,2017.23374214339,0.458344557461052,0.117830141720924,3.88987529648077,0.000100295748457199,0.00149522653886975,2.83,0.46
NFXL1,1733.7671875812198,-0.25629714420633304,0.0658939009834156,-3.88954274039472,0.000100433280151304,0.0014964390136030302,2.82,-0.26
ENPP4,498.83727695229896,-0.322082968735298,0.0828138736642611,-3.88923926009145,0.000100558942622679,0.00149747338158359,2.82,-0.32
RP11-630A13.4,2.52960323762922,1.5373017376841298,0.395286536293236,3.88908196089863,0.000100624134083565,0.00149760659257071,2.82,1.54
POU3F2,12.598823321034699,-1.28999932175068,0.3317441133921321,-3.88853718777478,0.000100850219656687,0.00150013293216701,2.82,-1.29
CD200,360.953424703038,-0.7086663146141929,0.182352860604786,-3.88623634564246,0.000101810388916747,0.00151356974611798,2.82,-0.71
SLC39A9,3880.88489490938,0.363639634149055,0.0936475973836734,3.8830642142288703,0.00010314831359719599,0.00153260435147262,2.81,0.36
P2RY1,149.455894589749,-0.6732256873477541,0.173387234388565,-3.88278692904829,0.000103266050792631,0.00153349797457033,2.81,-0.67
PCDHGB6,1213.67811296581,-0.5514101073368879,0.142076904891102,-3.8810678467378494,0.000103998820462637,0.00154351872555082,2.81,-0.55
CHST13,4.61514244021244,-1.52606371772702,0.393239039518076,-3.8807533443201696,0.000104133408995922,0.00154465523561304,2.81,-1.53
COPB1,8963.429381703101,0.250094671927955,0.0644710597924286,3.8791773042534303,0.00010481034085408001,0.0015538308104569801,2.81,0.25
COL4A1,14863.948634336599,0.8944193738017191,0.23071987131553695,3.876646466131621,0.000105906067667386,0.00156920142332321,2.8,0.89
LIFR,2822.54972301452,0.618387539958177,0.15954736112402698,3.8758869817813,0.000106236989476882,0.00157322918899414,2.8,0.62
RHEBL1,37.1386587694047,-0.8895760562765258,0.22955005576916,-3.87530315902471,0.000106492035239005,0.00157612947763965,2.8,-0.89
C1orf226,1279.73469899728,-0.370660043148723,0.0956715070605056,-3.87429919876046,0.000106931971629297,0.00158176148700092,2.8,-0.37
IFI44L,3.15404703874312,1.47201738934773,0.380129573078866,3.87240955084106,0.000107764672732416,0.0015931938790523699,2.8,1.47
NHLRC1,24.69582638895,1.25080913889598,0.32319459669855,3.87014248280469,0.000108771763055665,0.0016071903235960801,2.79,1.25
SLC1A2,25.841354513634,1.1945070159942,0.308741160836738,3.8689593987303,0.000109300839236125,0.00161411211619582,2.79,1.19
RNF11,4109.75401193251,0.35001506319957204,0.0904778202993827,3.86851785378344,0.000109498919947415,0.00161614093266068,2.79,0.35
STK3,1461.5774884135,0.388468514932842,0.100428180833163,3.86812258979568,0.000109676525876271,0.0016178654725659699,2.79,0.39
PAPOLA,18294.4042685844,0.266634463920222,0.0689378484992068,3.867751456201741,0.00010984353654396701,0.00161943189591343,2.79,0.27
RP11-673C5.1,1423.67184314263,0.63245313804596,0.16353099075402,3.8674818462836895,0.000109965011832374,0.0016203256253728804,2.79,0.63
BTC,21.5314741040358,-0.860275973746285,0.222523106175682,-3.86600739370902,0.00011063158524236299,0.00162924590080927,2.79,-0.86
BGN,257.765808651654,1.3561015289213505,0.3508224310085589,3.86549265114768,0.000110865187369573,0.0016317835704268901,2.79,1.36
AC018804.6,6.49941583519385,1.5272146002733502,0.395113363494289,3.8652567626845697,0.00011097239444253601,0.00163245910189335,2.79,1.53
RP11-394I13.1,31.1237577041594,1.07058169568839,0.27699399759091303,3.86499962092865,0.00011108937216465801,0.0016332775390702301,2.79,1.07
RP11-380M21.2,108.060598967264,1.52496095315582,0.394576749623769,3.86480185314993,0.000111179418880731,0.0016336993416767801,2.79,1.52
CGB7,273.068893943484,0.9502980287898009,0.245900187612346,3.86456813236725,0.000111285924322248,0.00163436239437627,2.79,0.95
BTK,53.548950616010714,1.23459999708837,0.319542134806855,3.8636532169212,0.000111703773442737,0.00163959463709278,2.79,1.23
FGF12,245.003369651433,-0.392149176199784,0.10150988786187802,-3.8631623427007504,0.000111928569179759,0.00164198902643541,2.78,-0.39
RP4-564F22.5,11.317339786093699,-1.1020022999204,0.2853617028063,-3.8617736335433297,0.000112566841799699,0.00165044313312709,2.78,-1.1
RP11-148L24.1,12.4163708520411,-1.44676507946143,0.374671208223991,-3.86142582537729,0.00011272723669048001,0.00165188519764486,2.78,-1.45
RP11-25H12.1,4.83172850276291,1.525743707883,0.39525229726498107,3.86017669837888,0.000113305062134775,0.00165852698427736,2.78,1.53
ANXA2,55809.144919695995,0.3392232628442439,0.0878747690619194,3.86030332102741,0.00011324636159856799,0.00165852698427736,2.78,0.34
GRHL3,1021.03710976553,0.605687253934249,0.156937994796934,3.85940482238199,0.00011366351451683201,0.00166285974589296,2.78,0.61
RP11-390N6.1,2.4747277858578,1.5267998238831395,0.395628330422608,3.85917717836896,0.000113769434454741,0.0016634953112531301,2.78,1.53
CLEC7A,8.8683911727649,1.4025890361088502,0.363679772831302,3.85665945947306,0.000114947123411752,0.00167979259492937,2.77,1.4
EPS8,1160.46961404668,0.494723370898616,0.128297056882674,3.85607731712064,0.00011522105833141499,0.00168287213336932,2.77,0.49
EID2B,57.17247812638921,-0.630922412197829,0.16376498846532,-3.85260865652878,0.00011686608972020501,0.0017059629961020699,2.77,-0.63
FGFR4,373.636319825286,-0.7421355742357099,0.192643404814813,-3.85237986708717,0.000116975369354523,0.0017066225668128901,2.77,-0.74
PTEN,3236.23025464962,0.381730686840599,0.0991069526676655,3.85170441190593,0.000117298558154776,0.0017104005528089,2.77,0.38
DYNLT3,1346.44869099746,0.35939741251588897,0.0933300091888176,3.8508237129687406,0.000117721215914577,0.00171562402569323,2.77,0.36
S1PR3,184.120881611373,0.5050366348066,0.131194825394136,3.84951642177477,0.00011835124918071101,0.00172386234173173,2.76,0.51
IKZF4,1284.1123207287199,-0.230483353116853,0.0599054635024941,-3.8474512947764303,0.000119352994804254,0.00173750291944127,2.76,-0.23
MTG1,297.347199829173,-0.6412249232013449,0.166673314915514,-3.84719607650678,0.00011947734892788799,0.00173836278281636,2.76,-0.64
AC005394.1,5.71448350501669,-1.39777934937529,0.3633431387820061,-3.84699530603745,0.000119575259411872,0.0017388371693612698,2.76,-1.4
PRSS29P,19.8621539827366,1.4483731584706,0.3765656341420751,3.84627015094039,0.00011992952897943602,0.00174303692063672,2.76,1.45
DUSP16,2212.1259138517003,0.5155827039693001,0.134065456478257,3.84575354094228,0.00012018251867383501,0.00174576090682462,2.76,0.52
YTHDC2,3414.73699686273,-0.21984442805016605,0.057168614756606,-3.845544080194149,0.00012028523724465401,0.0017463002872825301,2.76,-0.22
RP11-856M7.2,3.4439254075937904,1.51007511536769,0.392715184600081,3.84521702899129,0.00012044578716513702,0.00174767821747082,2.76,1.51
TRMT10A,481.35926962485,0.321021776730607,0.0835098561735899,3.84411842433673,0.00012098657434192399,0.0017545689152658301,2.76,0.32
TAB3,5543.37892153883,0.504482915138804,0.131242248993163,3.8439063564438496,0.000121091227831782,0.0017551306653505801,2.76,0.5
SLC25A25,480.3127561150569,-0.376455039234247,0.0979391909564162,-3.84376300802579,0.00012116201725236101,0.0017552012357787696,2.76,-0.38
GPR32,14.899971982589998,1.51957477305994,0.395403382544096,3.84310008498846,0.00012148989474913401,0.0017580380095600196,2.75,1.52
PISD,2972.7380545544,0.23425023872443296,0.060952747328027,3.84314487850364,0.00012146771383708999,0.0017580380095600196,2.75,0.23
RP11-118K6.3,21.0635484890537,0.848713158526648,0.220853581887617,3.8428770376861,0.00012160040046873998,0.0017586812943404,2.75,0.85
RP1-168L15.6,12.4835347854041,-1.04502339692829,0.27198043336396305,-3.84227418128216,0.00012189955178198799,0.0017620507414479996,2.75,-1.05
DAPK1,8928.232425234459,-0.46866385153411,0.121995488764334,-3.84164903375611,0.000122210497176731,0.0017655869223155898,2.75,-0.47
ADAMTSL5,58.69373936593721,1.21252603957901,0.315763604460662,3.83998036014966,0.000123044153383982,0.00177655545862395,2.75,1.21
SNAI1,70.69195122093691,0.93140874190551,0.242563036009251,3.8398626486106,0.000123103163117298,0.00177655545862395,2.75,0.93
