,Human_ABCD1_1,Human_ABCD1_2,Human_ABCD1_3,Human_NT_1,Human_NT_2,Human_NT_3
AHCY,1984.599,2111.198,1907.886,1408.122,1386.704,1415.646
CTD-3216D2.5,7.364,3.65,0.0,2.121,4.97,2.602
ITCH,2020.498,2057.658,2017.354,2320.009,2372.804,2266.595
CDC42P1,9.205,0.0,10.119,12.724,5.964,4.337
RP3-468O1.4,5.523,7.301,5.519,0.0,3.976,2.602
RP3-468O1.5,9.205,9.735,1.84,6.362,2.982,6.939
MIR644A,3.682,0.0,0.0,3.181,3.976,0.867
RP3-468O1.2,9.205,7.301,7.359,5.302,1.988,4.337
RP3-468O1.6,3.682,9.735,4.6,0.0,1.988,3.47
DYNLRB1,982.174,1110.965,1037.654,1334.959,1373.781,1315.891
MAP1LC3A,128.87,174.007,195.94,232.213,207.757,215.123
PIGU,167.531,171.573,167.423,499.417,453.288,488.363
RP11-346K17.3,0.0,0.0,0.0,0.0,1.988,0.0
NCOA6,511.798,585.295,585.98,402.927,426.449,399.885
TP53INP2,350.711,307.858,389.12,357.332,355.871,358.249
GGT7,97.573,104.647,87.391,27.569,22.863,15.614
ACSS2,859.747,749.567,858.273,917.188,961.249,970.654
GSS,1146.944,1208.311,1217.036,953.239,939.38,923.813
MYH7B,41.423,19.469,37.716,46.655,35.786,32.095
MIR499A,0.0,3.65,0.0,0.0,0.994,0.0
TRPC4AP,3969.198,4087.328,3984.114,3289.153,3134.249,3158.313
RNU6-407P,1.841,3.65,3.68,0.0,3.976,6.072
EDEM2,1868.616,1984.648,2016.435,1382.674,1368.811,1421.718
PROCR,8923.331,9026.437,8762.107,5094.901,5048.795,5016.348
RP11-42O4.2,8.285,13.385,6.439,8.483,1.988,5.205
RNA5SP483,0.0,0.0,0.0,1.06,0.0,0.0
RP4-614O4.5,248.535,227.547,246.535,234.334,224.656,233.339
MMP24,122.427,124.117,105.789,83.766,62.625,51.178
RP4-614O4.13,19.331,12.168,14.719,13.784,27.833,10.409
RP4-614O4.11,9.205,7.301,7.359,7.422,4.97,5.205
EIF6,798.074,759.301,780.081,2111.123,1864.843,1822.47
NCRNA00154,0.0,0.0,1.84,2.121,1.988,1.735
FAM83C,0.0,0.0,0.92,0.0,0.0,3.47
UQCC1,711.547,787.288,667.852,928.852,900.612,910.802
GDF5OS,0.0,3.65,0.92,0.0,0.0,0.0
GDF5,27.615,26.77,18.398,4.241,3.976,4.337
MIR1289-1,0.0,0.0,1.84,2.121,0.0,0.0
CEP250,1086.191,1109.748,1107.567,1655.18,1851.921,1708.837
RP3-477O4.14,5.523,4.867,5.519,2.121,6.958,1.735
RP3-477O4.5,1.841,0.0,0.0,1.06,0.0,0.0
C20orf173,0.0,0.0,0.92,0.0,0.0,1.735
ERGIC3,2866.438,3063.975,2875.627,2298.802,2428.471,2374.156
FER1L4,180.418,127.767,129.707,39.232,46.72,32.962
RPL37P1,2.762,0.0,0.0,0.0,0.0,0.0
SPAG4,93.891,83.961,109.469,91.189,75.548,88.478
CPNE1,1360.5,1489.399,1572.12,1293.606,1207.774,1230.016
RN7SKP271,23.933,2.434,7.359,13.784,14.911,8.674
RNU6-759P,3.682,0.0,0.92,0.0,0.994,0.0
RBM12,1740.666,1746.15,1740.463,1988.125,1914.546,1934.369
NFS1,241.171,239.715,198.7,302.195,246.525,271.506
ROMO1,990.458,1008.751,1003.618,962.782,913.535,909.067
RBM39,4690.87,4817.426,4751.316,4859.507,4898.693,5026.757
BXDC1P,1.841,2.434,0.92,0.0,0.0,1.735
PHF20,1564.851,1586.745,1636.513,1684.869,1640.187,1722.716
COX7BP2,3.682,2.434,1.84,4.241,1.988,1.735
RP5-901O8.3,0.0,2.434,2.76,5.302,2.982,1.735
RNU4-40P,0.921,0.0,0.0,1.06,1.988,1.735
RNU6-937P,0.921,0.0,0.0,4.241,0.994,0.0
SCAND1,335.983,343.146,349.564,410.349,414.52,392.946
CNBD2,0.921,2.434,1.84,2.121,1.988,3.47
NORAD,2162.256,2262.085,2354.96,10153.75,10971.362,11280.927
RP4-550H1.7,0.0,0.0,0.0,2.121,0.0,0.0
RP4-550H1.4,1.841,0.0,0.0,0.0,0.0,0.0
EPB41L1,180.418,172.79,208.819,53.017,38.768,44.239
RP11-234K24.3,1.841,2.434,0.0,0.0,0.0,0.0
RP11-234K24.6,0.921,0.0,1.84,0.0,0.0,1.735
AAR2,509.957,462.395,485.711,471.848,483.11,524.795
DLGAP4,654.476,676.557,705.568,741.173,706.772,732.978
RP5-977B1.7,32.218,13.385,15.638,15.905,18.887,30.36
MYL9,958.241,1089.062,987.979,236.454,287.281,247.218
TGIF2,241.171,289.605,296.21,387.022,382.71,391.211
C20orf24,29.456,59.625,40.476,43.474,51.691,51.178
SLA2,10.126,12.168,11.039,10.603,9.941,9.542
HNRPA3P2,1.841,0.0,0.0,4.241,0.0,0.0
NDRG3,889.203,910.188,902.428,536.529,509.949,510.049
DSN1,141.757,116.816,123.267,194.041,161.037,198.641
SOGA1,497.991,559.741,565.742,393.384,358.853,341.767
TLDC2,4.603,4.867,1.84,12.724,2.982,7.807
SAMHD1,3172.045,2879.017,3042.13,2884.106,2699.848,2898.951
RBL1,263.263,284.738,251.134,304.316,309.15,304.468
RPS27AP3,1.841,0.0,0.0,0.0,0.0,0.0
RP4-621N11.2,0.0,0.0,0.0,0.0,0.0,5.205
MROH8,23.933,34.071,26.677,26.508,26.839,24.288
RPN2,3331.291,3572.61,3558.198,7056.517,7042.865,7081.699
MANBAL,164.77,172.79,203.299,176.015,190.858,189.967
SRC,377.405,403.987,413.958,484.572,454.282,438.92
RPL7AP14,1.841,4.867,0.0,0.0,0.0,0.0
BLCAP,2425.519,2372.816,2529.742,3326.265,3573.62,3578.149
NNAT,129.791,119.249,114.068,117.697,106.364,87.61
RP11-425M5.7,44.184,30.421,28.517,33.931,26.839,35.565
PPIAP3,0.0,0.0,0.0,2.121,1.988,0.867
CTNNBL1,595.564,586.512,627.376,524.865,552.693,568.167
VSTM2L,11.046,7.301,18.398,4.241,7.952,15.614
TTI1,469.455,467.262,510.548,698.76,703.789,710.425
RPRD1B,358.075,367.482,363.363,603.33,539.771,617.61
RN7SL237P,2.762,0.0,4.6,0.0,1.988,3.47
RP5-1057B20.3,0.0,1.217,0.0,0.0,0.0,0.0
TGM2,40849.048,43702.411,44142.623,55187.159,55251.448,56067.207
KIAA1755,3.682,13.385,5.519,0.0,1.988,0.0
CTD-2308N23.3,0.0,0.0,0.0,2.121,0.0,1.735
LBP,3.682,2.434,3.68,0.0,0.0,1.735
RP4-564F22.5,10.126,14.602,14.719,31.81,23.857,30.36
RP4-564F22.7,3.682,3.65,0.0,14.845,7.952,6.072
RP4-564F22.2,76.402,63.275,64.393,307.497,226.644,241.146
SNORA71B,3.682,4.867,4.6,15.905,16.899,19.951
SNORA71A,53.389,60.841,44.156,89.068,93.441,86.743
SNORA71C,6.444,3.65,6.439,24.388,23.857,24.288
SNORA71D,13.808,13.385,10.119,18.026,18.887,31.227
SNHG11,107.699,167.922,149.025,294.773,229.626,213.388
SNORA60,5.523,4.867,2.76,9.543,13.917,7.807
RALGAPB,1703.846,1814.292,1701.827,2796.099,3043.79,3055.956
MIR548O2,0.0,0.0,0.0,1.06,0.0,1.735
RPS3P2,18.41,25.553,19.318,12.724,20.875,16.481
ADIG,0.921,2.434,2.76,2.121,0.994,0.0
ARHGAP40,3.682,9.735,3.68,8.483,4.97,6.939
ACTR5,139.916,126.55,114.068,218.429,227.638,215.99
RN7SKP173,3.682,6.084,5.519,2.121,4.97,0.0
PPP1R16B,3823.759,3982.681,4077.025,5557.206,5747.614,5325.153
RN7SL116P,15.649,4.867,1.84,4.241,0.994,3.47
FAM83D,130.711,144.803,125.107,526.986,566.61,575.106
RP4-616B8.5,1.841,0.0,3.68,2.121,0.0,3.47
RP4-616B8.4,0.921,2.434,1.84,2.121,0.0,1.735
DHX35,302.845,299.34,251.134,288.411,296.228,284.517
RP4-616B8.6,5.523,7.301,11.039,2.121,3.976,3.47
NPM1P19,9.205,0.0,1.84,8.483,9.941,8.674
MAFB,73.64,97.346,68.073,14.845,32.804,30.36
RP4-644L1.2,3.682,6.084,1.84,2.121,9.941,3.47
TOP1,1288.701,1392.052,1514.166,802.672,873.772,809.312
RP1-1J6.2,25.774,10.951,27.597,18.026,13.917,13.879
PLCG1,3343.258,3323.16,3336.5,3712.226,3762.49,3527.838
MIR6871,0.0,4.867,0.0,1.06,0.994,0.867
ZHX3,1000.584,1064.725,986.14,586.364,551.699,565.564
RPL23AP81,5.523,7.301,3.68,0.0,1.988,2.602
RN7SL615P,1.841,9.735,0.0,2.121,0.0,0.0
LPIN3,260.502,304.207,264.013,200.403,179.924,183.895
EMILIN3,3.682,3.65,0.92,0.0,0.0,1.735
CHD6,1487.529,1595.263,1523.365,1518.397,1629.253,1661.128
RP4-620E11.4,2.762,2.434,3.68,2.121,3.976,1.735
RP4-620E11.8,11.046,3.65,1.84,5.302,1.988,5.205
RPL12P11,4.603,7.301,7.359,0.0,5.964,6.939
RP5-1121H13.4,0.0,0.0,0.0,0.0,0.0,1.735
RP5-1121H13.1,0.0,0.0,0.0,0.0,1.988,1.735
PTPRT,1.841,0.0,0.0,0.0,0.0,0.0
SRSF6,1898.992,1946.926,2062.43,1815.29,1963.254,2048.87
L3MBTL1,128.87,105.864,138.906,115.576,126.245,120.573
RP1-138B7.4,3.682,0.0,0.92,0.0,0.0,5.205
SGK2,4.603,2.434,4.6,2.121,1.988,2.602
RP1-138B7.7,1.841,0.0,0.0,0.0,1.988,0.0
IFT52,696.819,708.194,740.525,528.046,545.735,574.239
MYBL2,123.347,119.249,130.627,279.928,216.704,245.483
C20orf100,126.109,107.081,136.146,247.058,283.305,267.168
RN7SL443P,6.444,0.0,2.76,2.121,11.929,3.47
JPH2,0.0,2.434,0.0,2.121,7.952,1.735
OSER1,524.685,532.971,511.468,711.484,680.926,704.353
RP5-995J12.2,35.9,36.505,43.236,31.81,49.703,25.155
GDAP1L1,3.682,2.434,1.84,1.06,2.982,0.0
FITM2,84.686,93.696,80.952,313.859,288.275,316.612
RPL37AP1,0.0,0.0,3.68,2.121,11.929,1.735
TTPAL,338.744,337.062,316.448,416.711,391.657,386.006
SERINC3,3916.729,4272.286,4018.151,3973.068,3735.651,3912.977
PKIG,1270.291,1243.599,1223.475,2419.68,2572.609,2386.3
ADA,177.657,172.79,158.224,216.308,204.775,221.195
RP11-445H22.4,13.808,15.819,6.439,4.241,1.988,6.939
WISP2,13.808,10.951,14.719,9.543,0.0,1.735
RIMS4,0.0,2.434,0.0,0.0,0.0,0.0
YWHAB,5200.828,5379.601,5448.605,3521.366,3450.358,3457.576
PABPC1L,119.665,127.767,131.547,130.421,87.477,74.599
TOMM34,95.732,109.515,98.43,497.296,539.771,540.409
RP5-1069P2.4,5.523,14.602,8.279,6.362,5.964,2.602
STK4,2409.87,2663.639,2380.717,2011.452,1868.819,1822.47
KCNS1,9.205,19.469,25.757,9.543,13.917,11.277
WFDC5,1.841,0.0,0.0,0.0,0.0,0.0
RP1-172H20.4,0.0,2.434,0.0,0.0,0.0,0.0
MATN4,1.841,0.0,1.84,0.0,0.0,0.0
RBPJL,1.841,0.0,0.0,2.121,1.988,0.0
SDC4,83.766,90.045,77.272,1381.614,1437.4,1424.32
RP3-453C12.14,8.285,10.951,3.68,20.146,13.917,13.011
SYS1,532.97,486.732,462.713,395.504,443.348,506.579
SYS1-DBNDD2,0.0,0.0,0.0,2.121,0.0,0.0
TP53TG5,28.536,13.385,26.677,21.207,6.958,6.072
RP3-453C12.8,1.841,4.867,0.0,2.121,1.988,0.0
DBNDD2,1.841,3.65,19.318,0.0,4.97,3.47
PIGT,1783.93,1810.641,1877.529,1767.575,1868.819,1781.701
MIR6812,0.0,1.217,0.0,1.06,0.0,0.0
RPS2L1,18.41,31.638,28.517,28.629,30.816,19.083
WFDC10B,0.0,0.0,0.0,2.121,0.0,0.867
WFDC3,0.0,2.434,0.92,8.483,0.0,1.735
DNTTIP1,300.083,299.34,345.885,406.108,348.913,374.73
UBE2C,12.887,14.602,10.119,299.014,229.626,274.975
TNNC2,0.0,2.434,2.76,6.362,3.976,3.47
SNX21,419.748,483.081,466.392,216.308,171.971,167.414
ACOT8,220.92,191.042,213.418,221.61,250.501,232.471
ZSWIM3,132.552,147.236,206.979,198.282,196.822,186.497
ZSWIM1,221.841,203.21,213.418,277.807,214.715,266.301
SPATA25,21.172,4.867,8.279,19.086,18.887,19.951
NEURL2,6.444,3.65,11.959,15.905,6.958,4.337
CTSA,2493.636,2698.927,2741.321,2469.516,2375.786,2415.793
RP3-337O18.9,2.762,3.65,1.84,1.06,2.982,0.867
PLTP,2037.067,2277.904,2284.127,625.597,697.825,656.645
PCIF1,191.464,193.476,206.979,337.186,300.204,322.684
ZNF335,496.15,556.091,524.347,688.156,606.372,642.766
MMP9,0.0,0.0,0.0,0.0,1.988,0.0
RP11-465L10.10,1.841,0.0,0.0,0.0,0.0,0.867
SLC12A5,17.49,23.12,18.398,8.483,5.964,10.409
NCOA5,725.354,703.327,758.003,699.82,685.896,696.546
CD40,396.736,435.625,484.791,318.1,312.133,288.854
CDH22,0.0,0.0,0.0,1.06,0.0,0.0
SLC35C2,437.238,462.395,445.235,697.699,621.283,645.368
RP11-394O2.3,3.682,3.65,1.84,4.241,3.976,4.337
ELMO2,921.421,949.127,930.025,838.724,931.428,929.018
ZNF663P,1.841,0.0,0.0,0.0,0.0,0.0
RP5-981L23.7,0.0,1.217,0.0,0.0,1.988,1.735
RP5-981L23.2,3.682,2.434,1.84,0.0,1.988,0.0
ZNF840P,1.841,0.0,0.92,0.0,0.0,0.0
ZNF334,122.427,109.515,119.588,74.223,92.447,114.501
SLC13A3,18.41,14.602,22.998,2.121,0.0,2.602
RP1-101A2.1,1.841,6.084,5.519,4.241,5.964,1.735
TP53RK,184.1,174.007,230.896,402.927,420.484,431.113
RP1-28H20.3,1.841,2.434,0.0,4.241,1.988,0.0
SLC2A10,301.004,339.495,344.965,81.646,56.661,58.985
EYA2,0.0,0.0,0.92,0.0,0.0,0.0
ZMYND8,4261.917,4331.911,4502.021,3985.792,3899.67,4086.463
RP4-569M23.5,45.105,26.77,39.556,41.353,36.78,16.481
RP4-569M23.4,107.699,85.178,65.313,57.258,43.738,54.648
RP4-569M23.2,235.648,253.1,218.938,129.361,140.161,143.126
RP1-148H17.1,0.0,0.0,0.92,1.06,0.0,0.0
NCOA3,2975.978,3192.959,3399.054,2255.329,2255.506,2151.226
RP5-1049G16.4,19.331,9.735,15.638,0.0,4.97,5.205
SULF2,965.605,1102.447,1229.915,786.767,967.213,937.692
CTD-2653D5.1,9.205,0.0,2.76,2.121,3.976,5.205
PREX1,2534.138,2737.865,2794.675,2704.91,2636.228,2638.722
RP5-906C1.1,7.364,14.602,12.879,15.905,30.816,18.216
ARFGEF2,4049.281,4470.63,4257.326,2202.312,2284.334,2252.716
SNAP23P,0.921,0.0,1.84,0.0,0.0,1.735
RP1-155G6.4,3.682,0.0,1.84,4.241,4.97,3.47
CSE1L,1794.976,1961.528,1965.84,2911.675,2945.379,3043.812
STAU1,3364.429,3631.018,3491.044,2518.291,2638.216,2553.714
RP3-470L14.1,11.046,12.168,12.879,8.483,8.946,10.409
DDX27,705.103,655.871,698.209,732.69,724.665,700.016
ZNFX1,4582.251,4602.047,4829.508,5563.568,5526.934,5366.79
ZFAS1,411.464,372.35,391.88,556.675,514.919,462.34
SNORD12C,16.569,4.867,10.119,28.629,18.887,22.553
SNORD12B,11.046,17.036,17.478,15.905,21.869,29.493
KCNB1,5.523,4.867,7.359,18.026,5.964,10.409
PTGIS,36.82,31.638,34.956,21.207,23.857,24.288
B4GALT5,937.069,945.476,986.14,2567.067,2547.758,2529.426
SNRPFP1,7.364,10.951,7.359,4.241,11.929,10.409
SLC9A8,498.911,489.165,480.191,440.038,486.092,418.969
RP5-1041C10.3,18.41,4.867,6.439,22.267,19.881,21.686
SPATA2,157.406,146.019,149.025,162.231,180.918,146.596
RNF114,926.023,958.861,885.87,1112.289,1120.298,1048.723
KRT18P4,12.887,4.867,7.359,8.483,9.941,6.939
SNAI1,101.255,99.78,90.151,154.809,159.048,139.656
RP4-710H13.2,0.0,0.0,0.0,0.0,1.988,0.0
UBE2V1,150.962,130.201,128.787,153.748,118.292,139.656
TMEM189,1267.529,1461.412,1335.704,1741.067,1729.652,1572.651
RP11-112L6.3,1.841,0.0,0.0,4.241,6.958,3.47
RP11-112L6.2,5.523,2.434,0.0,4.241,0.994,0.867
RP11-112L6.4,14.728,9.735,4.6,10.603,6.958,10.409
RP11-112L6.5,6.444,10.951,9.199,1.06,7.952,14.746
CEBPB,42.343,63.275,47.835,64.68,71.572,55.516
RP11-290F20.1,20.251,14.602,18.398,6.362,9.941,5.205
RP11-290F20.2,2.762,0.0,1.84,1.06,0.0,1.735
COX6CP2,0.0,0.0,1.84,0.0,1.988,0.0
PTPN1,2731.125,2849.813,2882.986,3157.672,3066.653,2974.418
RN7SL672P,0.0,2.434,0.0,2.121,0.0,0.0
RP4-530I15.9,148.201,110.731,110.389,122.999,84.494,80.671
MIR645,6.444,7.301,0.0,1.06,3.976,0.867
FAM65C,110.46,57.191,77.272,66.801,59.643,41.637
PARD6B,0.0,0.0,3.68,25.448,25.845,28.625
BCAS4,40.502,42.589,45.995,49.836,56.661,38.167
ADNP,1311.713,1398.136,1437.814,1062.454,1126.262,1197.053
PSMD10P,53.389,59.625,54.274,42.413,36.78,40.769
RP5-914P20.5,20.251,26.77,8.279,29.689,11.929,10.409
DPM1,729.957,879.767,885.87,732.69,772.379,797.168
MOCS3,130.711,150.887,113.148,213.127,195.828,245.483
RP5-955M13.4,0.0,0.0,0.0,0.0,0.0,1.735
KCNG1,14.728,27.987,13.799,41.353,7.952,16.481
NFATC2,195.146,283.521,287.011,257.661,299.21,351.309
MIR3194,0.921,0.0,0.0,0.0,2.982,0.0
ATP9A,1880.582,2044.273,1962.16,1779.239,1793.271,1743.534
RP5-827A12.2,1.841,0.0,5.519,4.241,1.988,3.47
SALL4,29.456,40.155,36.796,79.525,83.5,60.72
RP5-1112F19.2,0.0,0.0,1.84,0.0,0.0,0.0
ZFP64,444.602,541.489,480.191,504.719,542.753,484.893
RP5-831D17.2,0.0,1.217,0.0,2.121,1.988,0.867
RP4-723E3.1,5.523,0.0,9.199,3.181,0.994,0.0
RP5-1022J11.2,0.0,0.0,0.92,0.0,1.988,0.0
RP5-1022J11.1,0.921,0.0,0.0,0.0,0.0,0.867
TSHZ2,0.0,0.0,0.0,0.0,0.994,0.0
RP4-724E16.2,50.628,45.023,33.117,26.508,27.833,42.504
ZNF217,878.157,893.152,874.831,690.277,788.284,726.906
BCAS1,3.682,0.0,1.84,0.0,1.988,1.735
AC005220.3,0.0,0.0,0.92,2.121,0.994,0.867
PFDN4,415.146,474.563,432.356,539.71,530.824,509.181
DOK5,49.707,65.709,81.872,14.845,1.988,6.939
RPL12P4,28.536,30.421,31.277,19.086,25.845,28.625
MC3R,0.0,1.217,0.0,4.241,0.0,0.0
FAM210B,1045.689,1034.305,1151.723,1466.441,1475.174,1438.199
AURKA,227.364,232.414,219.858,262.963,307.162,286.252
CSTF1,552.3,585.295,617.257,417.771,370.782,404.222
CASS4,5.523,4.867,7.359,7.422,1.988,3.47
RTFDC1,1354.977,1598.913,1436.894,1512.035,1480.145,1612.552
GCNT7,38.661,18.252,27.597,25.448,29.822,36.432
FAM209A,1.841,0.0,0.0,0.0,3.976,0.0
RP5-1153D9.5,1.841,0.0,3.68,0.0,2.982,5.205
FAM209B,2.762,2.434,0.92,2.121,0.994,1.735
RP5-843L14.2,0.0,0.0,0.0,1.06,0.0,0.0
SPO11,0.0,0.0,1.84,0.0,0.0,0.0
RAE1,463.012,490.382,546.424,767.681,768.403,818.854
RP3-481F12.4,14.728,4.867,13.799,19.086,13.917,14.746
MTRNR2L3,12.887,15.819,9.199,20.146,37.774,24.288
RP4-800J21.3,4.603,2.434,4.6,8.483,9.941,6.939
RBM38,221.841,210.511,241.015,368.996,292.252,301.866
HMGB1L1,3.682,0.0,3.68,13.784,5.964,6.939
PMEPA1,270.627,248.233,270.452,173.895,205.769,189.1
RP5-1059L7.1,11.046,8.518,7.359,14.845,9.941,6.072
RP13-379L11.1,1.841,0.0,0.0,0.0,0.0,0.0
ANKRD60,0.0,0.0,1.84,0.0,0.0,0.0
RP11-196N14.1,316.652,268.919,293.45,343.548,311.139,364.321
RAB22A,671.045,674.123,638.415,1495.07,1490.085,1451.21
VAPB,585.438,560.958,604.378,794.19,921.487,880.441
APCDD1L,1.841,0.0,3.68,2.121,3.976,5.205
RP5-907D15.2,3.682,4.867,1.84,0.0,0.0,0.0
RP5-907D15.3,0.0,1.217,0.0,0.0,0.994,0.0
RP5-907D15.4,1.841,0.0,1.84,0.0,0.0,0.0
STX16,435.397,440.492,424.997,465.486,423.467,431.113
STX16-NPEPL1,17.49,15.819,27.597,23.327,23.857,19.083
NPEPL1,118.745,147.236,142.585,163.291,179.924,148.331
RP11-261P9.4,7.364,6.084,17.478,19.086,3.976,15.614
GNAS-AS1,0.0,0.0,0.0,4.241,0.0,0.0
RP4-806M20.3,0.0,0.0,1.84,0.0,0.0,0.0
GNAS,9742.577,10110.632,10139.207,6311.103,5970.282,6111.044
RP1-309F20.3,1.841,2.434,2.76,1.06,11.929,5.205
RP1-309F20.4,0.0,0.0,0.0,2.121,0.0,0.867
RP4-543J19.8,1.841,0.0,1.84,4.241,1.988,0.0
RP4-543J19.9,0.0,0.0,0.0,2.121,0.0,0.0
NELFCD,938.91,995.366,917.147,1006.256,989.083,1026.17
CTSZ,2735.727,3034.771,2900.465,1483.406,1240.578,1262.978
TUBB1,36.82,13.385,34.037,32.87,22.863,32.095
ATP5E,4516.896,4443.859,4375.994,3905.207,4061.7,4109.883
PRELID3B,1173.638,1303.224,1185.759,1786.661,1696.848,1730.523
SYCP2,19.331,14.602,23.918,2.121,4.97,4.337
FAM217B,205.272,229.981,181.222,449.581,366.806,481.424
PPP1R3D,63.515,79.094,59.794,190.86,173.959,150.065
CDH26,11.967,7.301,15.638,2.121,5.964,12.144
RP5-1043L13.1,0.0,4.867,0.0,0.0,0.0,1.735
CDH4,0.0,1.217,0.0,2.121,0.0,0.0
TAF4,24.854,14.602,21.158,33.931,22.863,33.83
RP11-11M20.2,0.921,0.0,1.84,0.0,0.0,3.47
RP11-11M20.4,1.841,4.867,5.519,20.146,7.952,15.614
LSM14B,430.794,422.24,399.239,440.038,464.223,483.159
PSMA7,3086.438,3508.118,3111.123,2616.902,2686.925,2630.915
SS18L1,227.364,282.304,235.496,283.109,215.709,211.653
MTG2,505.355,483.081,500.429,507.9,473.169,417.234
OSBPL2,464.853,479.431,478.351,656.346,659.057,693.077
ADRM1,1271.211,1295.923,1343.983,1494.009,1532.83,1426.055
RP11-157P1.4,21.172,8.518,13.799,25.448,21.869,24.288
LAMA5,546.777,702.11,800.318,842.965,681.92,745.122
RP11-157P1.5,1.841,2.434,0.0,7.422,7.952,8.674
RP5-908M14.9,14.728,17.036,9.199,42.413,27.833,28.625
RPS21,2734.807,2832.778,2556.42,2696.427,2779.372,2805.269
CABLES2,81.004,79.094,71.753,125.119,121.274,109.296
RP5-908M14.10,5.523,7.301,9.199,4.241,15.905,22.553
WI2-87327B8.2,0.0,2.434,0.0,0.0,1.988,0.867
RP11-93B14.6,0.0,1.217,1.84,0.0,0.0,1.735
SLCO4A1,18.41,7.301,3.68,23.327,25.845,29.493
RP11-93B14.9,1.841,0.0,3.68,8.483,6.958,6.939
RP11-93B14.10,1.841,0.0,0.0,0.0,4.97,0.0
RP11-93B14.5,3.682,1.217,0.0,3.181,0.0,0.0
NTSR1,31.297,34.071,20.238,10.603,10.935,10.409
RP11-93B14.4,0.0,2.434,0.0,0.0,1.988,0.0
RP5-885L7.10,0.0,0.0,0.0,0.0,0.0,0.867
MRGBP,353.472,394.253,404.759,503.658,511.937,484.026
RP5-885L7.11,0.921,6.084,0.92,5.302,5.964,3.47
OGFR,1007.027,1080.544,1074.451,1134.556,1072.583,980.196
COL9A3,14.728,12.168,8.279,0.0,7.952,0.0
TCFL5,178.577,192.259,153.624,167.533,212.727,182.16
DIDO1,1346.692,1276.454,1343.983,1714.559,1639.193,1525.809
RP4-563E14.1,21.172,14.602,10.119,13.784,19.881,21.686
GID8,914.977,939.392,1006.377,1349.804,1418.513,1318.494
SLC17A9,306.527,318.809,323.807,545.011,533.806,531.735
NCRNA00029,0.921,0.0,0.0,0.0,0.0,0.0
HAR1A,0.0,0.0,1.84,2.121,0.0,0.0
YTHDF1,671.965,732.531,724.886,943.696,940.374,883.911
RP5-963E22.6,0.0,3.65,3.68,3.181,3.976,3.47
ARFGAP1,1366.943,1365.282,1519.685,2028.417,2049.737,1893.6
MIR4326,0.0,1.217,0.0,0.0,0.0,0.0
COL20A1,1.841,0.0,0.0,0.0,0.0,0.0
CHRNA4,0.0,0.0,1.84,0.0,0.0,0.0
EEF1A2,7.364,14.602,5.519,6.362,11.929,6.939
PPDPF,327.698,354.097,380.841,498.357,482.116,450.196
PTK6,4.603,0.0,5.519,7.422,7.952,6.939
SRMS,0.0,0.0,0.0,0.0,1.988,0.0
C20orf195,7.364,2.434,3.68,6.362,11.929,10.409
HELZ2,913.136,1129.217,1040.414,3675.115,3730.681,3301.439
GMEB2,237.489,238.498,230.896,348.85,326.049,311.407
CTD-3184A7.4,22.092,17.036,8.279,40.293,34.792,47.709
STMN3,129.791,109.515,133.386,23.327,15.905,19.083
RTEL1,26.695,15.819,23.918,27.569,25.845,26.023
RTEL1-TNFRSF6B,36.82,27.987,45.995,71.042,36.78,54.648
ARFRP1,577.154,498.9,548.264,700.88,623.271,702.618
ZGPAT,62.594,86.395,72.673,118.757,123.263,117.97
RP4-583P15.15,0.921,2.434,0.92,2.121,1.988,0.0
RP4-583P15.16,0.921,0.0,1.84,4.241,2.982,1.735
LIME1,35.9,37.722,32.197,55.137,44.732,44.239
SLC2A4RG,414.225,496.466,500.429,680.734,724.665,683.535
ZBTB46,57.992,45.023,66.233,88.008,50.697,70.262
RP4-583P15.11,1.841,0.0,0.0,2.121,0.0,0.0
RP4-591C20.9,55.23,64.492,56.114,86.947,68.59,71.129
TPD52L2,2546.104,2765.852,2630.932,2993.32,3080.57,2905.023
DNAJC5,2967.693,2891.186,3158.038,3424.876,3449.364,3266.741
RNU1-134P,8.285,0.0,1.84,5.302,3.976,2.602
MIR941-1,0.921,0.0,3.68,0.0,3.976,0.867
MIR941-3,1.841,0.0,0.0,0.0,0.0,0.0
MIR941-4,0.0,0.0,0.0,0.0,1.988,0.867
MIR941-5,0.921,0.0,0.0,0.0,0.0,0.867
UCKL1,347.949,386.952,379.921,310.678,306.168,295.794
MIR647,1.841,1.217,2.76,1.06,1.988,0.867
UCKL1-AS1,9.205,14.602,20.238,6.362,5.964,16.481
ZNF512B,948.115,979.547,1068.011,1110.169,1050.714,1017.495
SAMD10,76.402,109.515,82.792,76.344,94.435,71.129
PRPF6,1723.177,1749.8,1929.963,2699.608,2880.765,2918.902
RP13-152O15.2,47.866,41.372,57.034,112.395,99.405,85.876
SOX18,31.297,52.324,49.675,169.653,153.084,166.547
TCEA2,418.828,522.02,425.917,460.185,363.823,332.226
RP13-152O15.5,2.762,4.867,2.76,8.483,3.976,8.674
RGS19,151.883,199.56,150.865,312.798,245.531,267.168
MIR6813,1.841,0.0,0.0,0.0,0.0,0.867
OPRL1,16.569,17.036,13.799,8.483,7.952,9.542
LKAAEAR1,1.841,0.0,0.0,2.121,0.0,0.0
PCMTD2,121.506,122.9,142.585,161.171,194.834,179.558
LINC00266-1,0.0,2.434,0.92,0.0,0.994,0.867
